YPR199C	0.485792935743179
YPR176C	0.733099115099133
YPR103W	0.597384875842538
YPR069C	0.425635928440836
YPR036W	0.471545770851599
YPL201C	0.678389418318687
YPL056C	0.590268416406992
YPL031C	0.531343986091512
YPL013C	0.455182722096181
YPL001W	0.480368591233061
YOR369C	0.521894627636305
YOR303W	0.475509054027026
YOR297C	0.445382440102936
YOR265W	0.591047006386434
YOR167C	0.565531598990586
YOR148C	0.440687463991903
YOR089C	0.45673882570335
YOR045W	1.2460315070425
YOR040W	0.530991815423877
YOR026W	0.4235288021484
YOR020C	0.430038549776342
YOR006C	0.60314672956884
YOR003W	0.874543517012287
YOL154W	0.5929692889515
YOL129W	0.6618330916237
YOL086C	0.426406337528201
YOL039W	0.523869434406103
YOL014W	1.2368894146689
YNR040W	0.58196817747295
YNL311C	1.45717183390115
YNL189W	0.524891685779775
YNL144C	0.820872443598167
YNL135C	0.789146949749782
YNL006W	0.45301164818348
YMR292W	1.26933545259253
YMR260C	0.462524325730239
YMR256C	0.896019663883729
YMR202W	0.439229742418802
YMR201C	0.436337227742062
YMR198W	0.72175344126613
YMR117C	0.54043679147068
YMR099C	0.42519136232689
YMR096W	0.453587272440003
YMR072W	0.470677099117915
YML081C-A	0.460088129646304
YLR454W	0.701058317029052
YLR343W	1.09637806868963
YLR256W	0.800409525180296
YLR254C	0.592486643509316
YLR249W	0.465835848839145
YLR231C	0.587683267778278
YLR175W	1.00952157424796
YLR110C	0.930498039126334
YLR079W	0.484413312016989
YLR012C	0.584080046085208
YLL058W	0.619862543573906
YKR031C	0.57174619784481
YKL208W	0.565418870368842
YKL201C	0.877398379346367
YKL058W	0.951032259037677
YKL057C	0.749204234640124
YKL052C	0.632331057593583
YJR135W-A	0.883889478049586
YJR132W	0.697012153976018
YJR113C	0.457741236010026
YJR104C	0.512135207342084
YJR099W	0.425307097197002
YJR082C	0.513186983145363
YJR057W	0.836578765936926
YJL184W	0.527133785592477
YJL106W	0.725849231394663
YJL003W	0.543409169365586
YIL111W	1.25478148097885
YIL043C	0.558120906602893
YIL016W	0.619672216144111
YHR174W	0.50488300649289
YHR146W	0.602323814544347
YHR049W	0.616727081489022
YHR029C	0.483864105478141
YHR018C	0.740764622370798
YHL011C	0.488849891859512
YHL003C	0.463551445803065
YGR281W	0.630843127078858
YGR260W	0.602667808489359
YGR243W	4.30321710990775
YGR230W	0.647030677914946
YGR205W	1.05301444973496
YGR181W	0.838574825965178
YGR075C	0.672383898993627
YGR046W	0.931882041442399
YGL255W	1.11626444012652
YGL250W	3.07243635963406
YGL244W	0.454824566038757
YGL207W	0.459722230636881
YGL179C	1.33888063415487
YGL154C	0.979797960723855
YGL135W	0.551098366246631
YGL134W	0.866519982548361
YGL085W	0.99163182994833
